text,language
"Qant ele i dut entrer, si chaïjus sovine.",Old French
"L'endemain par matin manda une devine,",Old French
"En un gardin l'en maine desous une aubespine,",Old French
"Iluec se sont assises, l'une a l'autre s'acline.",Old French
La roïne parole et dist a la meschine:,Old French
"""A mie nuit songai dedesous ma cortine",Old French
"Un songe molt estrange, ne sai que il destine.""",Old French
"Le songe li conta,",Old French
cele le vaut oïr;,Old French
"Et qant ele ot oï, si jeta un souspir,",Old French
"En plorant li respont, ne se pot astenir:",Old French
"""Dame, trestous les songes doit on a bien vertir.",Old French
"Vos esterés la peue, n'i pöés pas faillir;",Old French
"Uns rois ce iert li aigles, ne vos en quier mentir,",Old French
Par force vous vaura cest roiaume tolir;,Old French
"Se vos i combatés, nel porrés pas soufrir,",Old French
"Ou vous veulliés ou non, vos convenra fuïr.",Old French
Conseil vos estuet querre comment porrés garir;,Old French
Je vos lo cest roiaume de lui a retenir,Old French
Et par an treü rendre trestout a son plaisir;,Old French
"Mieus vos vaut ice faire qu'en bataille morir,",Old French
"Puis que la chose est faite tart est au repentir.""",Old French
Lor conseil ont,Old French
"finé, la roïne le croit.",Old French
En son palais s'en vait si s'est assise droit,Old French
En un lit qui d'or fin trestous massis estoit.,Old French
"Les coutes sont de paile sor coi ele gisoit,",Old French
Li lis cordés de soie qui les coutes tenoit.,Old French
Es vos une pucele qui la poignant venoit,Old French
Sor un destrier d'Arrabe qui cort a grant esploit.,Old French
"Qant el voit la roïne, gentement li disoit:",Old French
"""Jupiter li grans dieus, qui haut siet et loins voit,",Old French
"Saut et gart la roïne si com faire le doit,",Old French
"Mars li dieus de bataille en aïde li soit,",Old French
"Phebus la gart de mal, n'ait trop chaut ne trop froit,",Old French
"Juno li doint richece, Pallas la li otroit,",Old French
Venus li doinst amor ou ele bien l'enploit.,Old French
"Noveles li sai dire, s'ele veut, or endroit,",Old French
"Ja ne li celeroie por nule riens qui soit.""",Old French
"La roïne fu sage, bonement respondoit:",Old French
"""Diane la dieuesse les autres deus en proit",Old French
Que nos salves soions; or dites sans destroit,Old French
"Queles sont les noveles."" Et cele li disoit.",Old French
La roïne,Old French
commande descendre la pucele;,Old French
Lors commença a dire et conter la novele:,Old French
"""De devers Babilone, ce dist la damoisele,",Old French
"Vient uns rois Alixandres, sa gent ainsi l'apele;",Old French
"Fortune l'a levé tout en son la roële,",Old French
Maint prince a afolé et mis jus de sa sele;,Old French
"La gent que il conduist est hardie et isnele,",Old French
Tout le mont a conquis-durement se revele-,Old French
"Fors seulement ceste ille, qui molt li semble bele,",Old French
Et jostera ensamble le malle et la femele;,Old French
"Se il puet esploitier, de vos fera s'ancele.""",Old French
"Qant la roïne l'ot, rougist comme estincele,",Old French
"Deffuble son mantel, remest en sa gonele,",Old French
"Un petit s'enbroncha, sa main a sa maissele;",Old French
"Qant se fu redrecie, la meschine en apele.",Old French
"""Dites",Old French
"moi, damoisele, est ce dont verités?",Old French
"Enfin le veul savoir comment vos le savés.""",Old French
"""Dame, jel vos dirai, quant vos le demandés.",Old French
"Je m'en estoie alee hui matin en ces gues,",Old French
La estoit uns batiaus venus et arivés,Old French
Q'a la cit d'Amazoine venoit tous abrievés.,Old French
"Qant il fu a la rive atachiés et fremés,",Old French
Je ving poignant vers aus ses ai araisonés.,Old French
Ciaus qui dedens estoient vi ge molt effreés,Old French
"Et je lor demandai: 'Biau segnor, dont venés?'",Old French
"Dirrent que l'ost venoit, qui grans estoit assés;",Old French
"Por la paor de l'ost guerpie ert la cités.""",Old French
"Qant la roïne l'ot, molt fu ses cuers müés,",Old French
Bien sot que lors estoit ses songes averés.,Old French
Li consaus de ses dames fu molt tost assemblés;,Old French
"Qant fu de toutes pars venus et aünés,",Old French
"""Dames, fait la roïne, un petit m'entendés.",Old French
"Uns rois de Babilone, grans est sa poëstés,",Old French
Tout le mont a conquis par ses tres grans fiertés,Old French
Fors seulement cest ille qui tant li est löés.,Old French
"Tant par est, ç'oï dire, d'avarise provés",Old French
"Que de tout l'or du mont ne seroit assasés.""",Old French
"Dist une sage dame: ""Et vos l'en trametés",Old French
"Quatre chevaus charchiés et cinc muls afeutrés.""",Old French
"""Dame, si ferai je, qant vos le me löés.""",Old French
"Deus puceles apele, plaines de grans biautés;",Old French
Onques encor li fluns ne fu d'eles passés,Old French
N'onques encor ne fu fraite lor chasteés.,Old French
"""Alés, fait la roïne, vos gens cors conreés;",Old French
"Au fort roi Alixandre mon present conduirés,",Old French
"Proiés li doucement qu'il l'en pregne pités,",Old French
Que ne soit ma terre arse ne mes païs gastés;,Old French
"Chascun an, s'il commande, li iert abandonés,",Old French
"Ains que de moi departe li iert asseürés.""",Old French
Florés,Old French
et sa compaigne s'en vont isnelement.,Old French
Chascune s'est vestue bel et cortoisement;,Old French
"Florés vest un blïaut, molt fu a son talent,",Old French
"Sa chars pert blanche et tendre par le detrenchement,",Old French
Li mantiaus de meïsme detrenchiés ensement.,Old French
"Ses palefrois fu pres, n'iert pas li frains d'argent",Old French
"Ains estoit de fin or, ovrés molt soutilment",Old French
"A pierres precïeuses, plus en i ot de cent.",Old French
"Florés i est montee, q'a estrier ne s'i prent.",Old French
"Biautés rot un blïaut d'un molt chier garnement,",Old French
"Il fu plus noirs que meure et resemble arrement,",Old French
"Li mantiaus de meïsme, se l'estoire ne ment.",Old French
"Li palefrois fu pres, frain ot et bel et gent,",Old French
Bien valoient les pierres quatre vins mars d'argent.,Old French
"Cele qui l'amena par le resne li tent,",Old French
Biautés i est montee molt acesmeement.,Old French
Des somiers i,Old French
"ot nuef, molt richement charchiés",Old French
De riches dras de soie et de pailes ploiés,Old French
"Et de fin or d'Arrabe, qui molt est covoitiés.",Old French
Encor fu li presens durement enforciés:,Old French
"Trente henas de saffre de tel tempre alïés,",Old French
"Primes les enversés et puis les redreciés,",Old French
Ja por cheoir a terre n'en sera uns brisiés;,Old French
"Salemons les fist faire, qui molt fu ensegniés",Old French
Ains qu'il veïst la dame dont il fu engigniés.,Old French
"""Mon anel li portés aveuc par amistiés,",Old French
"Proiés li doucement qu'il li praigne pitiés,",Old French
"Que il n'arde ma terre, que ce seroit pechiés.""",Old French
Aprés,Old French
"quatre chameus d'or et d'argent charcha,",Old French
Alixandre le roi le present envoia,Old French
Et par les deus puceles doucement li manda,Old French
"Chascun an, s'il commande, autretant en avra.",Old French
"A mil de ses puceles la roïne monta,",Old French
"Tresq'a Meothedie le present convoia,",Old French
"Sor la rive s'estut dementres qu'il passa,",Old French
Tant com les pot veoir tous tans les esgarda;,Old French
"Qant nes pot plus veoir, arriere retorna.",Old French
"Alixandres iluec un seul jor sejorna,",Old French
Et li garçons revint qui le païs cercha;,Old French
"L'endemain par matin Alixandres monta,",Old French
"Ne vaut plus sejorner, toute l'ost s'en ala,",Old French
"Et tant a esploitié que une eaue trova,",Old French
"En un pré descendi, ilueques se disna.",Old French
Dant Clin et Aristé en un tertre monta,Old French
"Por l'angarde porprendre, et s'ensegne i ficha.",Old French
Florés,Old French
"et sa compaigne chevalchent a baudor,",Old French
Et si avoit chascune palefroi ambleor,Old French
Et fait devant soi traire un destrier missaudor.,Old French
Chantent une chançon o son de grant douçor,Old French
"D'un vallet qui ja fu, ce content li auctor,",Old French
Onques tant bel ne virent trestout nostre ancisor;,Old French
"Por ce que de biauté avoit si grant valor,",Old French
Amer nule pucele ne degna par amor.,Old French
Une mesaventure li avint a un jor:,Old French
"Vint a une fontaine, tous las de son labor,",Old French
"En l'eaue vit son ombre, d'amor ot tel tenror",Old French
Que plus le covoita que chevaliers s'oissor;,Old French
Tant jut sor la fontaine et mena sa dolor,Old French
Que li dieu le müerent en une bele flor.,Old French
Florés,Old French
"et sa compaigne chevalchent a bandon,",Old French
"Amblent li palefroi, chantent une chançon,",Old French
A haute vois la dïent andeus et a un ton.,Old French
"Dans Clins et Aristés, ambedui li baron,",Old French
Chevalchierent avant et puis lor compaignon.,Old French
"Qant il oënt la vois, sachiés molt lor fu bon,",Old French
Chascuns tire sa resne si s'apoie a l'arçon.,Old French
Aristés premerains commença sa raison:,Old French
"""Aïe! Dieus, dist il, par ta beneïçon,",Old French
"Est ce vois de seraine dont nos oons le son?""",Old French
Lors a par devant soi apelé un garçon:,Old French
"""Amis, va moi lassus desi a cel buisson,",Old French
A aler t'i covient par tel devision,Old French
"Que me saches a dire, s'en avras guerredon,",Old French
"Se ce est vois de feme qui chante a si haut ton.""",Old French
"Li gars s'en est tornés, qui covoite le don,",Old French
"Bien pres d'une loëe a couru de randon,",Old French
"Delés une forest a pris arestison,",Old French
Vit venir les puceles qui ont gente façon.,Old French
Qant celes le,Old French
"choisirent, tantost l'ont apelé.",Old French
Florés fu molt cortoise si l'a araisoné:,Old French
"""Amis, dont estes vos? ne nos soit pas celé.""",Old French
"Il li a respondu: ""Ja orrés verité.",Old French
"Se savoir le volés, je sui hom Aristé,",Old French
"Il est hom Alixandre, le fort roi corouné,",Old French
L'angarde fait de l'ost par molt grant nobleté;,Old French
"Dans Clins la fait o lui, qui est plains de bonté.",Old French
"Dui sont des douze pers proisié et alosé.""",Old French
"""Amis, dist la pucele, par vostre loiauté,",Old French
Por ce que il vos soit encor guerredoné,Old French
"Dites vostre segnor, mant li par amisté,",Old French
"S'il nos voloit conduire devant son avoué,",Old French
"Molt l'en amerions et savrions bon gré.""",Old French
"""Volentiers, dist li gars, ja n'en iert trestorné.""",Old French
"A tant s'en est partis, n'i a plus demoré,",Old French
Et a premierement son segnor encontré.,Old French
"Tantost com il le vit, si li a escrïé:",Old French
"""Mervelles vos dirai, ne l'ai pas contrové.""",Old French
Por icele parole sont andui aresté.,Old French
"Dans Clins li respondi: ""Di qanqu'as enpensé,",Old French
"Guerredon en avras ains qu'il soit avespré.""",Old French
"""Sire,",Old French
"ce dist li gars, mervelle dirai grant.",Old French
Ja sont ce deus puceles qui la vienent chantant;,Old French
Chascune devant soi fait traire un auferrant,Old French
Covert desi as piés d'un paile escarimant,Old French
"Et chevalche chascune un palefroi amblant,",Old French
Qu'il n'en a nul mellor desi qu'en Oriant.,Old French
Sor l'arçon de derriere et sor celui devant,Old French
"Lor pendent lor chavel com fin or reluisant,",Old French
Onques si beles femes ne vi en mon vivant.,Old French
Un present aconduient molt riche et molt vaillant;,Old French
La dame d'Amazoine au gent cors avenant,Old French
"L'envoie a Alixandre, le fort roi conquerant,",Old French
Qu'il li soit en aïde des cest jor en avant;,Old French
"Ne veut que son roiaume voist li rois degastant,",Old French
Et dist que chascun an l'en donra autretant.,Old French
Par moi vos ont mandé et jel di en oiant,Old French
"Que les alés conduire, que nus faus ne s'en vant.""",Old French
"Qant Dans Clins l'entendi, si respont en riant",Old French
"Et dist a Aristé: ""Car i alons poingnant.""",Old French
"Lor chevaus demanderent, que mainent dui enfant.",Old French
Des palefrois,Old French
"descendent si montent es destriers,",Old French
Li garçons les en maine tos les chemins pleniers,Old French
Deci q'as deus puceles qui les cors ont legiers;,Old French
La ou il les troverent avoit quatre oliviers.,Old French
"Qant les puceles virent ansdeus les chevaliers,",Old French
Sempres les salüerent et les tinrent molt chiers.,Old French
Dans Clins parla premiers ses salua premiers:,Old French
"""Cil Dieus qui maint en haut vos doinst vos desirriers.""",Old French
"Et dist a Aristé: ""Ci a biaus saudoiers;",Old French
"Compaignie feroie a un d'aus volentiers.""",Old French
Dans Clins vint,Old French
"a Floré, par la resne la prent,",Old French
"El ne fu pas vilaine, volentiers le consent.",Old French
"Aristés prist Biauté par la resne d'argent,",Old French
"Cele fu preus et sage, que pas ne li deffent.",Old French
"Or chevalchent ensamble tuit quatre belement,",Old French
Li uns parole a l'autre d'amor et de jovent.,Old French
"""Pucele, dist Dans Clins, or faisons un covent:",Old French
"Car me dites vostre estre, dont estes, de quel gent",Old French
"Et comment avés non, nel me celés noient,",Old French
"Et je vos redirai de mon estre ensement.""",Old French
"""Sire, dist la pucele, au Dieu commandement,",Old French
Et dirai mon pensé et trestout mon talent.,Old French
Je sui molt gentil feme et de molt haute gent,Old French
"Si ai a non Floré."" Et qant Dans Clins l'entent,",Old French
Lors si li a proié et dit molt doucement:,Old French
"""Bele, la vostre amor m'otroié loiaument,",Old French
"Je vos otroi la moie sans nul atendement.""",Old French
"""Sire, dist la pucele, je l'otroi bonement",Old French
"Que vos aiés la moie sans nul prolongement.""",Old French
"Qant Dans Clins l'entendi, molt grans mercis l'en rent,",Old French
Quatre fois la baisa par amor doucement.,Old French
Lor amistié fremerent ambedui voirement;,Old French
"Puis l'ot il a mollier, se l'estoire ne ment.",Old French
Aristés,Old French
"et Biautés parolent en reqoi,",Old French
Il la tint par la resne de l'amblant palefroi.,Old French
"""Pucele, se vos plaist, dites par vostre foi",Old French
"Se estes fille a conte ou a duc ou a roi,",Old French
Bien pert a la biauté certes que en vos voi,Old French
Que estes gentil feme et de riche conroi;,Old French
"Se je vos veul amer, autresi amés moi.""",Old French
"""Sire, dist la pucele, par la foi que vos doi,",Old French
"Vos dites vostre bon, mais molt petit vos croi.""",Old French
"""Bele, dist Aristés, nos somes d'une loi,",Old French
Loiaument je vos jur par le dieu ou je croi,Old French
"Que je por vostre amor sui mis en grant effroi.""",Old French
"""Sire, dist la pucele, n'en sai autre conroi,",Old French
Toute ma drüerie et m'amor vos otroi;,Old French
"Se je fail a la vostre, malement m'i foloi,",Old French
"Et se la puis avoir, la moie bien enploi.""",Old French
"Qant Aristés l'entent, si l'a traite vers soi,",Old French
Par amors la baisa coiement sans desroi.,Old French
Estes les vos,Old French
"tous quatre entresq'a l'ost venus,",Old French
Sous un arbre descendent qui molt iert bien foillus.,Old French
Molt furent esgardees de grans et de menus,Old French
Et lor biautés loëes de princes et de dus.,Old French
Alixandres estoit hors de son tref issus,Old French
Et vit les deus messages a terre descendus.,Old French
"Florés parla avant, qui li rendi salus:",Old French
"""Sire rois Alixandres, por vos fait Dieus vertus,",Old French
Car par tout le mont estes et doutés et cremus.,Old French
Du regne d'Amazoine vos vient ci li treüs.,Old French
"La roïne vos mande que vos estes ses drus,",Old French
"Ne veut que ses roiaumes soit de riens confondus,",Old French
"Chascun an vos sera tous autreteus rendus.""",Old French
"Li presens fu molt biaus, sempres fu receüs.",Old French
Lors parla Alixandres com hom aperceüs:,Old French
"""Cis roialmes estoit a mon oés tous perdus;",Old French
Se li païs veut estre de moie part tenus,Old French
"Et li convens gardés et li treüs rendus,",Old French
"Ja n'en iert lance fraite ne estroués escus,",Old French
Chevaliers n'en iert mors ne de sele abatus,Old French
"Ne ja mais n'en sera caus d'espee ferus.""",Old French
"""Sire,",Old French
"ce dist Biautés, ne lairai ne vos die:",Old French
"La roïne vos mande que ele est vostre amie,",Old French
"Son anel vos envoie par molt grant drüerie,",Old French
"Ves le ci en present, ne le refusés mie.",Old French
"Qant treü vos envoie, c'est molt grans segnorie,",Old French
"Et trestot son roiaume met en vostre baillie,",Old French
"De vos le veut tenir, ce vos requiert et prie.",Old French
Par itel convenant iert de vos recuellie:,Old French
"Se volés guerroier, ce vos jure et affie",Old French
Que dis mile puceles venront en vostre aïe.,Old French
"Chascune iert bien armee de broingne a or sartie,",Old French
"Lacié elme luisant, çainte espee forbie;",Old French
"Volentiers i feront, nel mescreés vos mie,",Old French
Car mieus aiment le pris de la chevalerie,Old French
Que nule riens qui soit en ceste mortel vie.,Old French
La terre sera toute en vostre commandie,Old French
Et la dame iert tous jors de vos servir garnie.,Old French
"Mandés por la roïne devant la baronie,",Old French
"Seürté vos fera ele et sa compaingnie.""",Old French
"Certes, dist Alixandres, qant ainsi s'umelie,",Old French
"Se je ce refusoie, ce seroit vilonie.""",Old French
"""Certes,",Old French
"dist Alixandres, vostre dame est molt sage,",Old French
"Qui si beles puceles tramet en son message,",Old French
"Cortoises et proisies et de molt bel aage,",Old French
Et si semblés molt bien femes de haut parage.,Old French
"Por la vostre biauté et por le vasselage,",Old French
"Devant tous mes barons pardonrai le chevage,",Old French
Que ja mais en ma vie n'en avrai treüage,Old French
Fors tant que du roiaume avrai le segnorage.,Old French
Qant la vostre roïne m'avra fait son homage,Old French
"Et je l'otroierai au los de mon barnage,",Old French
"Puis li rendrai son fief et tout son hiretage,",Old French
"Si que ne li ferai ne honte ne damage.""",Old French
"""Sire, ce dist Dans Clins, entendés mon corage.",Old French
"Certes je aim Floré, ne mie par putage,",Old French
"A mollier la veul prendre, n'i quier autre avantage.""",Old French
"""Sire, dist Aristés, bons rois de franc corage,",Old French
"De moi et de Biauté faites le mariage.""",Old French
Alixandres respont:,Old French
"""Volentiers le feroie",Old French
"Se les puceles veulent et chascune l'otroie.""",Old French
"""Sire, ce dist Florés, onques n'oi si grant joie,",Old French
"A nul jor de ma vie, com se Dant Clin avoie.""",Old French
"""Sire, ce dist Biautés, se je ja lie soie,",Old French
"Fors le cors mon ami autre riens ne querroie.""",Old French
"Es vos le chapelain, qui de ce se manoie:",Old French
A la loi que il tienent ensamble les aloie.,Old French
"Et dist li uns a l'autre: ""Fait avons riche proie,",Old French
"C'or est vostre Biautés et Florés si rest moie.""",Old French
"Alixandres li rois por la roïne envoie,",Old French
Il veut que ele viegne et que il parler l'oie.,Old French
"Qant la roïne l'ot, maintenant se conroie,",Old French
A mil de ses puceles cui li sejors anoie;,Old French
"Eus ont vairs et rians et color qui rougoie,",Old French
"Molt sont bien acesmees, por ce que on les voie,",Old French
De pailes orfresés dont li ors reflamboie.,Old French
"Chascune laist dehors pendre sa crine bloie,",Old French
Chapiaus ont sebelins por le chaut qui nes broie,Old French
Et çaignent les espees dont li aciers brunoie,Old French
Et ont chevaus en destre qui sont covert de soie.,Old French
"La roïne fu çainte d'une large coroie,",Old French
"Amable ot non la dame, qui volentiers tornoie,",Old French
Il n'ot si bele dame dusq'au siege de Troie.,Old French
Montent es palefrois si acuellent lor voie,Old French
"Tresq'a Meothedie, l'eaue qui n'est pas coie;",Old French
"A navie la passent au port sous la sapoie,",Old French
"De l'autre part arrivent sor l'erbe qui verdoie,",Old French
En un pré remonterent par delés une arbroie.,Old French
"La roïne chevalche, qui pas ne se desroie,",Old French
"Vint au tref Alixandre, qui les autres avoie.",Old French
La dame d'Amazoine,Old French
"est de son regne issue,",Old French
A mil de ses puceles a sa voie tenue,Old French
"Et vint a Alixandre, comme roi le salue,",Old French
Et Alixandres l'a gentilment respondue.,Old French
"Por faire son homage est a pié descendue,",Old French
"Ele a parlé en haut, ne se fist mie mue:",Old French
"""Sire rois Alixandres, se guerre t'est creüe,",Old French
"A mil de mes puceles m'en venrai en t'aiue,",Old French
"Ja n'en i avra une qui n'ait broigne vestue,",Old French
"Lacié elme luisant et targe a or batue,",Old French
Espee çainte au les trenchant et esmolue.,Old French
"De moie part sera la guerre maintenue,",Old French
"Que nos amons plus guerre que aler a charrue.""",Old French
"""Par foi, dist Alixandres, bien soiés vos venue.",Old French
Or vos dirai noveles: Floré avés perdue,Old French
"Et Biauté sa compaigne, car amors l'a vaincue,",Old French
Car Dans Clins a Floré a mollier retenue,Old French
Et Aristés Biauté a mollier et a drue.'',Old French
"Qant la roïne l'ot, de maltalent tressue,",Old French
Otroier li estuet qant li rois l'en argüe.,Old French
La roïne,Old French
demande le congié por esrer.,Old French
"""Certes, dist Alixandres, primes veul esgarder",Old French
"Comment vos damoiseles sevent armes porter.""",Old French
"Et respont la roïne: ""Ne fait a refuser.""",Old French
Isnelement commande son cheval amener;,Old French
"La roïne monta, n'i vaut plus demorer,",Old French
Deffuble son mantel por son gent cors mostrer.,Old French
Ses puceles commande d'une part atorner,Old French
Et les armes a prendre et es chevaus monter.,Old French
Qui veïst les puceles des armes adouber,Old French
Et poindre ces chevaus et guenchir et torner!,Old French
Et qant l'une voloit les autres trespasser,Old French
"Et veut des esperons le blanchet adeser,",Old French
Plus tost vait li chevaus c'oisiaus ne peut voler.,Old French
"Il est uns grans poissons en cele Rouge Mer,",Old French
"Ce est uns chevaus pois, ainsi l'oï nomer;",Old French
Le cheval la roïne sor coi aloit joster,Old French
"Engendra en une yeve, si com l'oï conter.",Old French
Alixandres prist molt le cheval a loër;,Old French
"Qant le sot la roïne, si li fist presenter,",Old French
Et li rois Alixandres l'en prist a mercïer.,Old French
"La dame prist congié, n'i vaut plus demorer;",Old French
Li rois l'acole et baise qant vint au dessevrer.,Old French
Qant la roïne,Old French
"fu el palefroi montee,",Old French
"Congié a pris du roi si s'en est retornee,",Old French
Tresq'a Meothedie n'i ot regne tiree;,Old French
"Qant ot le flun passé, si fu en sa contree.",Old French
Et li rois Alixandres a sa voie hastee,Old French
Et vint en Babilone a l'onzime jornee;,Old French
Or sera de fin or sa teste coronee.,Old French
"De par toute sa terre fu lors sa gent mandee,",Old French
Et li prince et li conte furent a l'assamblee.,Old French
"Olimpias sa mere, qui fu preus et senee,",Old French
Li tramist une chartre en cire saelee.,Old French
"Dromadaire chevauche cil qui l'a aportee,",Old French
"Qant il vit Alixandre, si li a presentee.",Old French
Li rois prist le seel s'a la cire entamee,Old French
"Et a lute la letre; quant il l'ot esgardee,",Old French
De maltalent et d'ire a la teste craulee.,Old French
"S'or estoit ma raisons un petit escotee,",Old French
En romans vos diroie par parole menbree,Old French
Q'il trova en la chartre qui li fu presentee.,Old French
"Olimpias sa mere,",Old French
"qui de son cuer l'amoit,",Old French
"Tout au commencement cent salus li mandoit,",Old French
Et aprés les salus sachiés qu'il i avoit,Old French
"Que dans Antipater, qui Sydoine tenoit",Old French
"Et trestoute l'onor et qanqu'il apendoit,",Old French
"De son service faire durement se faignoit,",Old French
"Et Divinuspater, cil qui Tyr maintenoit,",Old French
Por son commandement riens faire ne voloit.,Old French
"Li uns parloit a l'autre et sovent conseilloit,",Old French
"Non mie de son preu, tout de fi le savoit.",Old French
Or li mande sa mere par la foi qu'il li doit,Old French
"Que d'iluec en avant nus d'aus gardés n'en soit,",Old French
De ce qu'il ont forfait pregne vengance et droit.,Old French
"Qant li rois vit les letres, durement l'en pesoit,",Old French
Molt pensa longement savoir qu'il en feroit,Old French
Et trueve en son corage c'un brief i trametroit;,Old French
"Se c'est voirs qu'ele dist, molt bien l'esproveroit,",Old French
"Et s'il le set de voir, grant vengance en prendroit.",Old French
Qant la chartre,Old French
"fu lute, li rois s'est porpensés",Old French
Que il une autre fois les avoit ja mandés;,Old French
"Il n'i vaurent venir, or s'en est aïrés.",Old French
"Un brief lor envoia qui bien fu seelés,",Old French
"Il ne lor mande mie salus ne amistés,",Old French
"Ains i a fait escrire: ""Oiés et entendés:",Old French
Sachiés vostres services vos iert guerredonés.,Old French
"Je vos mant et commant, des que cest brief verrés,",Old French
"Que vos vegniés a moi ains que mais soit passés,",Old French
"Mar serés si hardi que vos i arestés.""",Old French
A ciaus qui les briés portent ont les chevaus livrés;,Old French
"Les briés ont pris du roi, li consaus est finés.",Old French
"Montent es palefrois, es les vos dessevrés,",Old French
Entresi que a Tir ne fu lor frains tirés.,Old French
"Antipater i fu premerains apelés,",Old French
Qui la estoit venus a uns plais devisés.,Old French
"De par le roi de Gresce fu li briés presentés,",Old French
A un clerc l'ont baillié qui bien estoit letrés.,Old French
"Qant il l'oënt espondre, estes les vos desvés,",Old French
"Par un poi qu'il ne crievent, tant fu chascuns enflés.",Old French
Qant il l'oënt,Old French
"espondre, n'i ot que corecier,",Old French
"Ou il veullent ou non, les estuet chevalchier,",Old French
Aler en Babilone por lor droit desrainier,Old French
Et se il sont coupable de la merci proier.,Old French
"Aler les i estuet, n'i a que delaier.",Old French
"Si comme il chevalchoient il et lor escuier,",Old French
"Ce dist Antipater: ""Molt nos doit anuier.",Old French
"Cis rois nos tient por fous, trop nos laissons plaissier.",Old French
"Qant nos chastiaus rendons, poi faisons a proisier;",Old French
Set ans le peüssons richement guerroier,Old French
S'eüssons assés quis a boire et a mengier;,Old French
Dementres peüst il avoir tel enconbrier,Old French
"Que tost eüssons pais sans or et sans denier,",Old French
Peüssiens la contree tenir et justicier.,Old French
Por malvais doit on l'ome tenir et por lanier,Old French
"Qui fait nul malvais plait por qu'il se puisse aidier.""",Old French
"Dist Divinuspater: ""Molt vos voi esmaier;",Old French
"Se je le vos osoie dire ne consellier,",Old French
"Tel chose vos diroie, dont vos veul acointier,",Old French
Dont nos porrions tost de lui tres bien vengier.,Old French
"Rien n'i ferons par force, ja celer nel vos quier;",Old French
"S'engins ne nos aïde, force n'i a mestier.",Old French
"Fortune, qui l'a fait sor la roe drecier,",Old French
"Le refera par tans chaoir et trebuchier.""",Old French
Ce dist Antipater:,Old French
"""Grant folie feïs",Old French
Qant tu onqes por lui hors de Tyr t'en issis,Old French
"Et je hors de Sydoine, certes bien le jehis.",Old French
"Li mur sont haut et fort de qarriaus qu'i sont mis,",Old French
"Les tors hautes de marbre qui est et blans et bis,",Old French
D'autre part est la mer dont li mur sont porpris.,Old French
"Ne nos peüst chaloir s'il nos eüst assis,",Old French
Car bien i peüst estre quatre ans ou cinc ou sis,Old French
Ançois qu'il nos eüst par sa force conquis;,Old French
"En dementre avenist qoi que soit, ce m'est vis.""",Old French
"Dist Divinuspater: ""Tu es de sens mendis;",Old French
"C'est arriereconsaus, biaus tres dous chiers amis.",Old French
Dont nen a il par force trestout le mont conquis,Old French
"Et Babilone prise, ou il n'a gaires sis?",Old French
L'amiraut i a mort et ses homes malmis;,Old French
"Se bien ne nos gardons, encor nos fera pis.",Old French
Querons prochainement comment il soit ocis.,Old French
"Se croire me volés, ançois quarante dis",Old French
"Li donrons nos tel boire dont il perdra le ris,",Old French
"Tous ciaus en vengerons que il a fait chaitis.""",Old French
Ce dist Antipater:,Old French
"""Ci a molt male atente.",Old French
"Quant nos en son service avons mis nostre entente,",Old French
Nostre terre nous taut et retaille la rente.,Old French
"Par lui a prise mort mainte bele jovente,",Old French
Plus a il rois destruis mien ensïent de trente.,Old French
Cil Dieus qui maint en haut a veoir nos consente,Old French
"Des maus qu'il nos a fais qu'encore s'en repente.""",Old French
"Dist Divinuspater: ""A tel marchié tel vente.",Old French
"Fortune lieve l'ome, en aprés le cravente;",Old French
Grans malvaistiés est d'ome qui tous jors se demente.,Old French
"Bon conseil ai trové, se il vos atalente:",Old French
"Nous li donrons venim si que la mort en sente,",Old French
"Que l'ame aut en infer en la plus grant tormente.""",Old French
"Ce dist Antipater: ""Ceste raisons m'est gente.",Old French
"La gent en vengerons que il a fait dolente.""",Old French
Andui,Old French
"ont porchacié le venim d'un serpent,",Old French
"Et est de tel nature, se l'estoire ne ment,",Old French
"Que qant li hom le boit et el cors li descent,",Old French
"Desq'au nuevisme jor ne bien ne mal ne sent,",Old French
"Et qant vient au termine, adont li maus li prent",Old French
Et au disime jor l'ame du cors li rent.,Old French
"Itel le quirrent il par apercevement,",Old French
"Car qant il le beüst, s'il fust mors en present,",Old French
Dont fust il conoissant a trestoute la gent,Old French
Que il mort par lor enchantement.,Old French
Lors plevirent lor fois andui priveement,Old French
Que bien le celeront s'en firent sairement.,Old French
Lors ont tant chevalchié a l'oré et au vent,Old French
Q'en Babilone vinrent li traïtor pullent.,Old French
"Alixandres li rois, a qui li mons apent,",Old French
Devoit porter corone l'endemain hautement.,Old French
"A l'issue de may, tout droit en cel termine",Old French
"Que li biaus tans revient et yvers se decline,",Old French
Estoit en Babilone nes d'une Sarrasine,Old French
Uns mostres mervelleus par volenté devine.,Old French
Alixandres l'ot dire si manda la meschine.,Old French
"Deseure iert chose morte desi q'en la poitrine,",Old French
"Et desous estoit vive, la ou li faut l'eschine.",Old French
"Tout environ les aines, la ou li ventres fine,",Old French
De ces plus fieres bestes qui vivent de rapine,Old French
I avoit pluisors testes et font chiere lovine;,Old French
"Molt sont de male part et de malvaise orine,",Old French
"Ne se pueent souffrir, l'une l'autre esgratine.",Old French
"Molt par est grans mervelle que Dieus el mont destine,",Old French
Que la mort Alixandre veut demostrer par sinne.,Old French
"Par toute Babilone tramet li rois s'espie,",Old French
